fish.Id,treatment,day,parasite.count,standard.length,max.parasite.count,area.under.curve,slope.curve,death.day,peak.parasite.day
N41,acute noise,0,2,20.3,182,3,2,11,9
N41,acute noise,1,4,20.3,182,11,1.5,11,9
N41,acute noise,3,7,20.3,182,18,2,11,9
N41,acute noise,5,11,20.3,182,33,5.5,11,9
N41,acute noise,7,22,20.3,182,204,80,11,9
N41,acute noise,9,182,20.3,182,NA,NA,11,9
N41,acute noise,11,NA,20.3,182,NA,NA,11,9
N41,acute noise,13,NA,20.3,182,NA,NA,11,9
N41,acute noise,15,NA,20.3,182,NA,NA,11,9
N41,acute noise,17,NA,20.3,182,NA,NA,11,9
N42,acute noise,0,2,18.8,9,2.5,1,7,5
N42,acute noise,1,3,18.8,9,9,1.5,7,5
N42,acute noise,3,6,18.8,9,15,1.5,7,5
N42,acute noise,5,9,18.8,9,NA,NA,7,5
N42,acute noise,7,NA,18.8,9,NA,NA,7,5
N42,acute noise,9,NA,18.8,9,NA,NA,7,5
N42,acute noise,11,NA,18.8,9,NA,NA,7,5
N42,acute noise,13,NA,18.8,9,NA,NA,7,5
N42,acute noise,15,NA,18.8,9,NA,NA,7,5
N42,acute noise,17,NA,18.8,9,NA,NA,7,5
N43,acute noise,0,2,19,850,2.5,1,16,15
N43,acute noise,1,3,19,850,8,1,16,15
N43,acute noise,3,5,19,850,12,1,16,15
N43,acute noise,5,7,19,850,25,5.5,16,15
N43,acute noise,7,18,19,850,55,9.5,16,15
N43,acute noise,9,37,19,850,128,27,16,15
N43,acute noise,11,91,19,850,592,205,16,15
N43,acute noise,13,501,19,850,1351,174.5,16,15
N43,acute noise,15,850,19,850,NA,NA,16,15
N43,acute noise,17,NA,19,850,NA,NA,16,15
N44,acute noise,0,NA,NA,NA,NA,NA,NA,NA
N44,acute noise,1,NA,NA,NA,NA,NA,NA,NA
N44,acute noise,3,NA,NA,NA,NA,NA,NA,NA
N44,acute noise,5,NA,NA,NA,NA,NA,NA,NA
N44,acute noise,7,NA,NA,NA,NA,NA,NA,NA
N44,acute noise,9,NA,NA,NA,NA,NA,NA,NA
N44,acute noise,11,NA,NA,NA,NA,NA,NA,NA
N44,acute noise,13,NA,NA,NA,NA,NA,NA,NA
N44,acute noise,15,NA,NA,NA,NA,NA,NA,NA
N44,acute noise,17,NA,NA,NA,NA,NA,NA,NA
N45,acute noise,0,2,19.5,1240,3,2,NA,17
N45,acute noise,1,4,19.5,1240,13,2.5,NA,17
N45,acute noise,3,9,19.5,1240,28,5,NA,17
N45,acute noise,5,19,19.5,1240,63,12.5,NA,17
N45,acute noise,7,44,19.5,1240,125,18.5,NA,17
N45,acute noise,9,81,19.5,1240,279,58.5,NA,17
N45,acute noise,11,198,19.5,1240,539,71.5,NA,17
N45,acute noise,13,341,19.5,1240,1139,228.5,NA,17
N45,acute noise,15,798,19.5,1240,2038,221,NA,17
N45,acute noise,17,1240,19.5,1240,NA,NA,NA,17
N46,acute noise,0,2,24.4,490,3,2,15,13
N46,acute noise,1,4,24.4,490,12,2,15,13
N46,acute noise,3,8,24.4,490,23,3.5,15,13
N46,acute noise,5,15,24.4,490,51,10.5,15,13
N46,acute noise,7,36,24.4,490,104,16,15,13
N46,acute noise,9,68,24.4,490,211,37.5,15,13
N46,acute noise,11,143,24.4,490,633,173.5,15,13
N46,acute noise,13,490,24.4,490,NA,NA,15,13
N46,acute noise,15,NA,24.4,490,NA,NA,15,13
N46,acute noise,17,NA,24.4,490,NA,NA,15,13
N47,acute noise,0,2,24.7,1400,3,2,18,17
N47,acute noise,1,4,24.7,1400,11,1.5,18,17
N47,acute noise,3,7,24.7,1400,18,2,18,17
N47,acute noise,5,11,24.7,1400,32,5,18,17
N47,acute noise,7,21,24.7,1400,73,15.5,18,17
N47,acute noise,9,52,24.7,1400,197,46.5,18,17
N47,acute noise,11,145,24.7,1400,455,82.5,18,17
N47,acute noise,13,310,24.7,1400,900,140,18,17
N47,acute noise,15,590,24.7,1400,1990,405,18,17
N47,acute noise,17,1400,24.7,1400,NA,NA,18,17
N48,acute noise,0,2,21.4,104,2.5,1,NA,11
N48,acute noise,1,3,21.4,104,9,1.5,NA,11
N48,acute noise,3,6,21.4,104,16,2,NA,11
N48,acute noise,5,10,21.4,104,34,7,NA,11
N48,acute noise,7,24,21.4,104,51,1.5,NA,11
N48,acute noise,9,27,21.4,104,131,38.5,NA,11
N48,acute noise,11,104,21.4,104,148,-30,NA,11
N48,acute noise,13,44,21.4,104,100,6,NA,11
N48,acute noise,15,56,21.4,104,124,6,NA,11
N48,acute noise,17,68,21.4,104,NA,NA,NA,11
N49,acute noise,0,2,17.9,46,3.5,3,10,9
N49,acute noise,1,5,17.9,46,13,1.5,10,9
N49,acute noise,3,8,17.9,46,27,5.5,10,9
N49,acute noise,5,19,17.9,46,51,6.5,10,9
N49,acute noise,7,32,17.9,46,78,7,10,9
N49,acute noise,9,46,17.9,46,NA,NA,10,9
N49,acute noise,11,NA,17.9,46,NA,NA,10,9
N49,acute noise,13,NA,17.9,46,NA,NA,10,9
N49,acute noise,15,NA,17.9,46,NA,NA,10,9
N49,acute noise,17,NA,17.9,46,NA,NA,10,9
N50,acute noise,0,2,16.4,17,2.5,1,NA,7
N50,acute noise,1,3,16.4,17,12,3,NA,7
N50,acute noise,3,9,16.4,17,25,3.5,NA,7
N50,acute noise,5,16,16.4,17,33,0.5,NA,7
N50,acute noise,7,17,16.4,17,26,-4,NA,7
N50,acute noise,9,9,16.4,17,16,-1,NA,7
N50,acute noise,11,7,16.4,17,10,-2,NA,7
N50,acute noise,13,3,16.4,17,5,-0.5,NA,7
N50,acute noise,15,2,16.4,17,5,0.5,NA,7
N50,acute noise,17,3,16.4,17,NA,NA,NA,7
N51,acute noise,0,2,16.7,172,3,2,13,11
N51,acute noise,1,4,16.7,172,14,3,13,11
N51,acute noise,3,10,16.7,172,24,2,13,11
N51,acute noise,5,14,16.7,172,46,9,13,11
N51,acute noise,7,32,16.7,172,106,21,13,11
N51,acute noise,9,74,16.7,172,246,49,13,11
N51,acute noise,11,172,16.7,172,NA,NA,13,11
N51,acute noise,13,NA,16.7,172,NA,NA,13,11
N51,acute noise,15,NA,16.7,172,NA,NA,13,11
N51,acute noise,17,NA,16.7,172,NA,NA,13,11
N52,acute noise,0,2,20.4,860,3,2,15,15
N52,acute noise,1,4,20.4,860,13,2.5,15,15
N52,acute noise,3,9,20.4,860,25,3.5,15,15
N52,acute noise,5,16,20.4,860,60,14,15,15
N52,acute noise,7,44,20.4,860,120,16,15,15
N52,acute noise,9,76,20.4,860,179,13.5,15,15
N52,acute noise,11,103,20.4,860,327,60.5,15,15
N52,acute noise,13,224,20.4,860,1084,318,15,15
N52,acute noise,15,860,20.4,860,NA,NA,15,15
N52,acute noise,17,NA,20.4,860,NA,NA,15,15
C31,No Noise,0,2,27.2,510,2.5,1,NA,17
C31,No Noise,1,3,27.2,510,11,2.5,NA,17
C31,No Noise,3,8,27.2,510,17,0.5,NA,17
C31,No Noise,5,9,27.2,510,20,1,NA,17
C31,No Noise,7,11,27.2,510,37,7.5,NA,17
C31,No Noise,9,26,27.2,510,79,13.5,NA,17
C31,No Noise,11,53,27.2,510,204,49,NA,17
C31,No Noise,13,151,27.2,510,371,34.5,NA,17
C31,No Noise,15,220,27.2,510,730,145,NA,17
C31,No Noise,17,510,27.2,510,NA,NA,NA,17
C32,No Noise,0,NA,NA,NA,NA,NA,NA,NA
C32,No Noise,1,NA,NA,NA,NA,NA,NA,NA
C32,No Noise,3,NA,NA,NA,NA,NA,NA,NA
C32,No Noise,5,NA,NA,NA,NA,NA,NA,NA
C32,No Noise,7,NA,NA,NA,NA,NA,NA,NA
C32,No Noise,9,NA,NA,NA,NA,NA,NA,NA
C32,No Noise,11,NA,NA,NA,NA,NA,NA,NA
C32,No Noise,13,NA,NA,NA,NA,NA,NA,NA
C32,No Noise,15,NA,NA,NA,NA,NA,NA,NA
C32,No Noise,17,NA,NA,NA,NA,NA,NA,NA
C33,No Noise,0,2,25.4,71,2.5,1,16,13
C33,No Noise,1,3,25.4,71,9,1.5,16,13
C33,No Noise,3,6,25.4,71,16,2,16,13
C33,No Noise,5,10,25.4,71,25,2.5,16,13
C33,No Noise,7,15,25.4,71,55,12.5,16,13
C33,No Noise,9,40,25.4,71,94,7,16,13
C33,No Noise,11,54,25.4,71,125,8.5,16,13
C33,No Noise,13,71,25.4,71,134,-4,16,13
C33,No Noise,15,63,25.4,71,NA,NA,16,13
C33,No Noise,17,NA,25.4,71,NA,NA,16,13
C34,No Noise,0,2,19.1,94,3,2,NA,9
C34,No Noise,1,4,19.1,94,14,3,NA,9
C34,No Noise,3,10,19.1,94,28,4,NA,9
C34,No Noise,5,18,19.1,94,50,7,NA,9
C34,No Noise,7,32,19.1,94,126,31,NA,9
C34,No Noise,9,94,19.1,94,NA,NA,NA,9
C34,No Noise,11,NA,19.1,94,NA,NA,NA,9
C34,No Noise,13,NA,19.1,94,NA,NA,NA,9
C34,No Noise,15,NA,19.1,94,NA,NA,NA,9
C34,No Noise,17,NA,19.1,94,NA,NA,NA,9
C35,No Noise,0,2,22.7,18,2,0,NA,9
C35,No Noise,1,2,22.7,18,7,1.5,NA,9
C35,No Noise,3,5,22.7,18,14,2,NA,9
C35,No Noise,5,9,22.7,18,25,3.5,NA,9
C35,No Noise,7,16,22.7,18,34,1,NA,9
C35,No Noise,9,18,22.7,18,18,-9,NA,9
C35,No Noise,11,0,22.7,18,0,0,NA,9
C35,No Noise,13,0,22.7,18,0,0,NA,9
C35,No Noise,15,0,22.7,18,NA,NA,NA,9
C35,No Noise,17,NA,22.7,18,NA,NA,NA,9
C36,No Noise,0,2,21.5,108,3.5,3,10,9
C36,No Noise,1,5,21.5,108,16,3,10,9
C36,No Noise,3,11,21.5,108,29,3.5,10,9
C36,No Noise,5,18,21.5,108,47,5.5,10,9
C36,No Noise,7,29,21.5,108,137,39.5,10,9
C36,No Noise,9,108,21.5,108,NA,NA,10,9
C36,No Noise,11,NA,21.5,108,NA,NA,10,9
C36,No Noise,13,NA,21.5,108,NA,NA,10,9
C36,No Noise,15,NA,21.5,108,NA,NA,10,9
C36,No Noise,17,NA,21.5,108,NA,NA,10,9
C37,No Noise,0,2,20.4,501,2.5,1,NA,17
C37,No Noise,1,3,20.4,501,9,1.5,NA,17
C37,No Noise,3,6,20.4,501,17,2.5,NA,17
C37,No Noise,5,11,20.4,501,29,3.5,NA,17
C37,No Noise,7,18,20.4,501,86,25,NA,17
C37,No Noise,9,68,20.4,501,192,28,NA,17
C37,No Noise,11,124,20.4,501,414,83,NA,17
C37,No Noise,13,290,20.4,501,722,71,NA,17
C37,No Noise,15,432,20.4,501,933,34.5,NA,17
C37,No Noise,17,501,20.4,501,NA,NA,NA,17
C38,No Noise,0,2,20.5,311,3,2,NA,17
C38,No Noise,1,4,20.5,311,13,2.5,NA,17
C38,No Noise,3,9,20.5,311,22,2,NA,17
C38,No Noise,5,13,20.5,311,33,3.5,NA,17
C38,No Noise,7,20,20.5,311,65,12.5,NA,17
C38,No Noise,9,45,20.5,311,121,15.5,NA,17
C38,No Noise,11,76,20.5,311,189,18.5,NA,17
C38,No Noise,13,113,20.5,311,271,22.5,NA,17
C38,No Noise,15,158,20.5,311,469,76.5,NA,17
C38,No Noise,17,311,20.5,311,NA,NA,NA,17
C39,No Noise,0,2,20.4,410,3,2,NA,17
C39,No Noise,1,4,20.4,410,12,2,NA,17
C39,No Noise,3,8,20.4,410,22,3,NA,17
C39,No Noise,5,14,20.4,410,43,7.5,NA,17
C39,No Noise,7,29,20.4,410,102,22,NA,17
C39,No Noise,9,73,20.4,410,162,8,NA,17
C39,No Noise,11,89,20.4,410,220,21,NA,17
C39,No Noise,13,131,20.4,410,362,50,NA,17
C39,No Noise,15,231,20.4,410,641,89.5,NA,17
C39,No Noise,17,410,20.4,410,NA,NA,NA,17
C40,No Noise,0,2,17.6,161,3,2,NA,13
C40,No Noise,1,4,17.6,161,13,2.5,NA,13
C40,No Noise,3,9,17.6,161,23,2.5,NA,13
C40,No Noise,5,14,17.6,161,34,3,NA,13
C40,No Noise,7,20,17.6,161,82,21,NA,13
C40,No Noise,9,62,17.6,161,146,11,NA,13
C40,No Noise,11,84,17.6,161,245,38.5,NA,13
C40,No Noise,13,161,17.6,161,284,-19,NA,13
C40,No Noise,15,123,17.6,161,227,-9.5,NA,13
C40,No Noise,17,104,17.6,161,NA,NA,NA,13
C41,No Noise,0,2,19.4,321,3,2,13,11
C41,No Noise,1,4,19.4,321,13,2.5,13,11
C41,No Noise,3,9,19.4,321,26,4,13,11
C41,No Noise,5,17,19.4,321,48,7,13,11
C41,No Noise,7,31,19.4,321,140,39,13,11
C41,No Noise,9,109,19.4,321,430,106,13,11
C41,No Noise,11,321,19.4,321,NA,NA,13,11
C41,No Noise,13,NA,19.4,321,NA,NA,13,11
C41,No Noise,15,NA,19.4,321,NA,NA,13,11
C41,No Noise,17,NA,19.4,321,NA,NA,13,11
C42,No Noise,0,2,17.8,280,2.5,1,NA,13
C42,No Noise,1,3,17.8,280,13,3.5,NA,13
C42,No Noise,3,10,17.8,280,29,4.5,NA,13
C42,No Noise,5,19,17.8,280,54,8,NA,13
C42,No Noise,7,35,17.8,280,134,32,NA,13
C42,No Noise,9,99,17.8,280,214,8,NA,13
C42,No Noise,11,115,17.8,280,395,82.5,NA,13
C42,No Noise,13,280,17.8,280,556,-2,NA,13
C42,No Noise,15,276,17.8,280,537,-7.5,NA,13
C42,No Noise,17,261,17.8,280,NA,NA,NA,13
C43,No Noise,0,3,18.6,7,2.5,-1,NA,5
C43,No Noise,1,2,18.6,7,7,1.5,NA,5
C43,No Noise,3,5,18.6,7,12,1,NA,5
C43,No Noise,5,7,18.6,7,12,-1,NA,5
C43,No Noise,7,5,18.6,7,9,-0.5,NA,5
C43,No Noise,9,4,18.6,7,7,-0.5,NA,5
C43,No Noise,11,3,18.6,7,4,-1,NA,5
C43,No Noise,13,1,18.6,7,1,-0.5,NA,5
C43,No Noise,15,0,18.6,7,0,0,NA,5
C43,No Noise,17,0,18.6,7,NA,NA,NA,5
C44,No Noise,0,3,19.2,301,3.5,1,14,13
C44,No Noise,1,4,19.2,301,13,2.5,14,13
C44,No Noise,3,9,19.2,301,37,9.5,14,13
C44,No Noise,5,28,19.2,301,77,10.5,14,13
C44,No Noise,7,49,19.2,301,140,21,14,13
C44,No Noise,9,91,19.2,301,251,34.5,14,13
C44,No Noise,11,160,19.2,301,461,70.5,14,13
C44,No Noise,13,301,19.2,301,NA,NA,14,13
C44,No Noise,15,NA,19.2,301,NA,NA,14,13
C44,No Noise,17,NA,19.2,301,NA,NA,14,13
C45,No Noise,0,2,23.6,540,2.5,1,NA,17
C45,No Noise,1,3,23.6,540,11,2.5,NA,17
C45,No Noise,3,8,23.6,540,24,4,NA,17
C45,No Noise,5,16,23.6,540,50,9,NA,17
C45,No Noise,7,34,23.6,540,85,8.5,NA,17
C45,No Noise,9,51,23.6,540,130,14,NA,17
C45,No Noise,11,79,23.6,540,270,56,NA,17
C45,No Noise,13,191,23.6,540,602,110,NA,17
C45,No Noise,15,411,23.6,540,951,64.5,NA,17
C45,No Noise,17,540,23.6,540,NA,NA,NA,17
C46,No Noise,0,2,21.5,241,2.5,1,NA,17
C46,No Noise,1,3,21.5,241,7,0.5,NA,17
C46,No Noise,3,4,21.5,241,10,1,NA,17
C46,No Noise,5,6,21.5,241,20,4,NA,17
C46,No Noise,7,14,21.5,241,37,4.5,NA,17
C46,No Noise,9,23,21.5,241,64,9,NA,17
C46,No Noise,11,41,21.5,241,133,25.5,NA,17
C46,No Noise,13,92,21.5,241,301,58.5,NA,17
C46,No Noise,15,209,21.5,241,450,16,NA,17
C46,No Noise,17,241,21.5,241,NA,NA,NA,17
C47,No Noise,0,2,17.8,183,3,2,16,15
C47,No Noise,1,4,17.8,183,16,4,16,15
C47,No Noise,3,12,17.8,183,35,5.5,16,15
C47,No Noise,5,23,17.8,183,51,2.5,16,15
C47,No Noise,7,28,17.8,183,60,2,16,15
C47,No Noise,9,32,17.8,183,81,8.5,16,15
C47,No Noise,11,49,17.8,183,165,33.5,16,15
C47,No Noise,13,116,17.8,183,299,33.5,16,15
C47,No Noise,15,183,17.8,183,NA,NA,16,15
C47,No Noise,17,NA,17.8,183,NA,NA,16,15
C48,No Noise,0,2,18.3,11,3,2,NA,13
C48,No Noise,1,4,18.3,11,11,1.5,NA,13
C48,No Noise,3,7,18.3,11,15,0.5,NA,13
C48,No Noise,5,8,18.3,11,15,-0.5,NA,13
C48,No Noise,7,7,18.3,11,11,-1.5,NA,13
C48,No Noise,9,4,18.3,11,11,1.5,NA,13
C48,No Noise,11,7,18.3,11,18,2,NA,13
C48,No Noise,13,11,18.3,11,17,-2.5,NA,13
C48,No Noise,15,6,18.3,11,9,-1.5,NA,13
C48,No Noise,17,3,18.3,11,NA,NA,NA,13
C49,No Noise,0,3,19.7,521,4.5,3,14,13
C49,No Noise,1,6,19.7,521,15,1.5,14,13
C49,No Noise,3,9,19.7,521,37,9.5,14,13
C49,No Noise,5,28,19.7,521,82,13,14,13
C49,No Noise,7,54,19.7,521,178,35,14,13
C49,No Noise,9,124,19.7,521,369,60.5,14,13
C49,No Noise,11,245,19.7,521,766,138,14,13
C49,No Noise,13,521,19.7,521,NA,NA,14,13
C49,No Noise,15,NA,19.7,521,NA,NA,14,13
C49,No Noise,17,NA,19.7,521,NA,NA,14,13
C50,No Noise,0,3,20.9,675,3.5,1,16,15
C50,No Noise,1,4,20.9,675,11,1.5,16,15
C50,No Noise,3,7,20.9,675,26,6,16,15
C50,No Noise,5,19,20.9,675,69,15.5,16,15
C50,No Noise,7,50,20.9,675,131,15.5,16,15
C50,No Noise,9,81,20.9,675,266,52,16,15
C50,No Noise,11,185,20.9,675,515,72.5,16,15
C50,No Noise,13,330,20.9,675,1005,172.5,16,15
C50,No Noise,15,675,20.9,675,NA,NA,16,15
C50,No Noise,17,NA,20.9,675,NA,NA,16,15
C51,No Noise,0,3,17.4,360,4,2,14,13
C51,No Noise,1,5,17.4,360,14,2,14,13
C51,No Noise,3,9,17.4,360,33,7.5,14,13
C51,No Noise,5,24,17.4,360,77,14.5,14,13
C51,No Noise,7,53,17.4,360,188,41,14,13
C51,No Noise,9,135,17.4,360,365,47.5,14,13
C51,No Noise,11,230,17.4,360,590,65,14,13
C51,No Noise,13,360,17.4,360,NA,NA,14,13
C51,No Noise,15,NA,17.4,360,NA,NA,14,13
C51,No Noise,17,NA,17.4,360,NA,NA,14,13
C52,No Noise,0,3,19.3,21,5,4,NA,9
C52,No Noise,1,7,19.3,21,18,2,NA,9
C52,No Noise,3,11,19.3,21,32,5,NA,9
C52,No Noise,5,21,19.3,21,40,-1,NA,9
C52,No Noise,7,19,19.3,21,40,1,NA,9
C52,No Noise,9,21,19.3,21,37,-2.5,NA,9
C52,No Noise,11,16,19.3,21,30,-1,NA,9
C52,No Noise,13,14,19.3,21,27,-0.5,NA,9
C52,No Noise,15,13,19.3,21,16,-5,NA,9
C52,No Noise,17,3,19.3,21,NA,NA,NA,9
C53,No Noise,0,3,21.3,589,5,4,NA,17
C53,No Noise,1,7,21.3,589,29,7.5,NA,17
C53,No Noise,3,22,21.3,589,85,20.5,NA,17
C53,No Noise,5,63,21.3,589,138,6,NA,17
C53,No Noise,7,75,21.3,589,181,15.5,NA,17
C53,No Noise,9,106,21.3,589,319,53.5,NA,17
C53,No Noise,11,213,21.3,589,517,45.5,NA,17
C53,No Noise,13,304,21.3,589,699,45.5,NA,17
C53,No Noise,15,395,21.3,589,984,97,NA,17
C53,No Noise,17,589,21.3,589,NA,NA,NA,17
C54,No Noise,0,3,20.7,79,4,2,NA,15
C54,No Noise,1,5,20.7,79,19,4.5,NA,15
C54,No Noise,3,14,20.7,79,34,3,NA,15
C54,No Noise,5,20,20.7,79,54,7,NA,15
C54,No Noise,7,34,20.7,79,93,12.5,NA,15
C54,No Noise,9,59,20.7,79,135,8.5,NA,15
C54,No Noise,11,76,20.7,79,151,-0.5,NA,15
C54,No Noise,13,75,20.7,79,154,2,NA,15
C54,No Noise,15,79,20.7,79,108,-25,NA,15
C54,No Noise,17,29,20.7,79,NA,NA,NA,15